Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total charges,Area code_415,Area code_510
107,0,1,37,60.0,102,102.2,80,261.8,106,11.1,3,0,0,33.67,True,False
51,0,0,0,214.8,94,149.7,58,283.4,66,10.2,5,0,0,64.74000000000001,False,True
33,0,1,29,157.4,99,117.9,80,279.2,79,13.9,11,4,1,53.09,True,False
106,0,0,0,207.9,91,172.0,109,191.8,143,14.4,7,4,0,62.480000000000004,True,False
82,0,0,0,207.0,90,232.9,83,172.4,108,9.1,8,3,0,65.21,False,False
97,1,0,0,143.7,117,273.0,82,178.3,81,10.9,3,0,0,58.599999999999994,True,False
108,0,0,0,138.6,122,172.3,117,231.6,92,9.8,3,1,0,51.28,False,True
114,0,0,0,84.7,118,249.9,86,193.4,95,14.5,8,1,0,48.260000000000005,True,False
59,0,0,0,155.2,79,235.3,123,169.4,80,8.7,4,1,0,56.349999999999994,False,True
24,0,1,25,164.9,110,209.3,105,231.2,55,6.7,9,1,0,58.03,False,True
151,0,0,0,134.5,88,143.1,112,223.9,61,15.4,1,1,0,49.269999999999996,False,False
117,0,0,0,143.3,103,211.3,108,185.2,96,11.5,3,1,0,53.76,True,False
114,0,1,30,206.2,79,260.0,91,291.6,83,11.4,6,1,0,73.35,False,True
114,0,1,28,225.8,94,193.0,117,232.4,100,8.4,9,4,0,67.52999999999999,False,True
119,0,0,0,138.3,89,170.5,78,263.9,98,13.5,6,3,0,53.53,False,False
118,1,0,0,160.0,123,175.4,96,184.8,99,9.9,3,2,0,53.1,False,False
101,0,0,0,206.6,105,224.9,117,249.9,100,14.6,3,0,0,69.42999999999999,True,False
117,0,0,0,134.7,121,180.0,83,200.9,104,7.7,3,1,0,49.32,True,False
49,0,1,28,214.4,78,235.2,100,206.2,107,8.0,13,3,0,67.88,True,False
139,0,0,0,192.8,104,234.4,96,203.2,101,13.0,3,3,0,65.35000000000001,True,False
92,0,1,28,151.1,90,194.8,79,239.2,114,10.0,3,1,0,55.71,False,False
148,1,0,0,218.9,88,208.0,85,203.3,99,11.1,4,0,0,67.04,False,True
131,0,1,25,192.7,85,225.9,105,254.2,59,10.9,6,2,0,66.33999999999999,True,False
146,1,0,0,204.4,135,219.1,90,222.7,114,10.5,6,3,0,66.23,False,True
48,0,1,37,211.7,115,159.9,84,144.1,80,12.2,1,1,0,59.35,True,False
86,0,1,28,221.6,74,288.4,100,240.3,105,9.0,2,1,0,75.42000000000002,True,False
71,0,0,0,197.9,108,181.5,109,281.4,56,6.7,5,3,0,63.540000000000006,True,False
137,0,0,0,206.4,122,128.0,102,194.5,84,8.8,5,2,0,57.10000000000001,False,True
137,0,0,0,205.9,88,209.3,86,289.9,84,14.5,4,2,0,69.76,False,False
167,0,0,0,207.6,88,132.4,63,255.2,98,14.1,5,0,0,61.83,False,True
132,0,0,0,99.5,110,129.1,80,125.1,124,9.7,3,0,0,36.14,False,True
94,0,0,0,177.1,112,194.0,112,146.7,108,5.9,4,1,0,54.79,False,True
96,0,1,18,172.7,86,133.4,113,259.5,70,9.8,3,1,0,55.03,False,True
166,0,0,0,204.2,115,179.9,152,216.8,109,9.5,5,1,0,62.33,False,True
74,0,0,0,85.7,83,247.7,67,142.4,85,10.1,5,2,0,44.76,True,False
36,0,0,0,157.6,117,184.3,58,240.4,99,11.9,1,0,0,56.49,True,False
113,0,0,0,215.5,129,218.7,117,207.1,91,6.6,9,4,0,66.33000000000001,True,False
67,0,0,0,171.7,80,110.4,81,195.4,111,11.9,4,2,0,50.57,True,False
158,0,0,0,158.0,106,292.5,114,241.1,89,9.1,4,1,0,65.03,True,False
136,0,0,0,92.0,117,253.6,77,214.1,90,10.3,10,1,0,49.61000000000001,False,True
196,0,0,0,234.0,109,249.5,114,173.1,70,9.1,5,2,0,71.24,True,False
113,0,0,0,272.1,111,268.5,118,213.8,105,8.5,10,1,1,81.0,True,False
112,0,0,0,194.4,101,190.3,82,183.4,107,11.4,2,0,0,60.559999999999995,False,True
209,0,0,0,227.2,128,258.4,92,183.5,74,8.9,4,3,0,71.24000000000001,True,False
62,0,0,0,248.7,109,220.0,118,265.7,78,13.2,2,1,1,76.5,True,False
110,0,1,38,236.3,102,195.9,112,183.5,82,9.7,6,1,0,67.7,True,False
16,0,0,0,205.6,69,169.5,93,220.1,64,10.9,3,0,0,62.199999999999996,False,True
73,0,0,0,94.1,136,280.3,122,205.0,77,9.8,4,0,0,51.71,False,False
128,0,0,0,125.2,99,205.4,107,254.4,111,18.9,2,0,0,55.29,False,False
39,0,0,0,60.4,158,306.2,120,123.9,46,12.4,3,1,0,45.23,False,False
103,0,1,28,121.0,105,270.4,100,160.5,76,7.7,4,2,0,52.849999999999994,True,False
119,0,1,29,117.8,66,256.8,114,147.6,76,7.6,3,3,0,50.55,True,False
173,0,1,21,232.4,96,211.9,118,273.0,102,5.0,5,3,0,71.16,False,True
128,1,1,32,223.5,81,188.8,74,154.9,101,9.4,2,2,1,63.559999999999995,False,True
86,0,0,0,176.3,79,259.2,97,287.4,78,6.2,3,0,0,66.60000000000001,False,True
114,0,1,32,125.2,79,177.8,105,232.4,89,12.9,3,1,0,50.33,True,False
104,0,0,0,138.7,107,256.9,113,234.9,74,10.0,3,0,0,58.690000000000005,False,False
148,0,0,0,86.3,134,246.6,92,251.6,91,11.3,4,1,0,50.0,True,False
129,0,0,0,207.0,91,154.9,121,245.1,112,13.4,5,3,0,63.01,False,False
100,0,1,30,58.8,104,219.5,107,152.3,118,7.1,3,0,0,37.43,False,True
143,0,1,33,239.2,109,235.5,112,156.3,95,9.5,4,1,0,70.27999999999999,False,False
76,0,0,0,198.3,130,217.1,86,188.4,96,12.5,3,0,0,64.02,False,True
158,0,0,0,205.2,97,240.6,77,79.7,108,14.4,12,0,0,62.81,False,True
116,0,0,0,192.1,98,312.9,135,130.2,94,7.9,2,3,0,67.25,False,True
54,0,0,0,272.6,83,248.7,74,197.4,111,9.5,2,1,1,78.92999999999999,True,False
86,0,0,0,128.3,121,197.1,93,138.4,152,12.2,5,7,1,48.080000000000005,True,False
108,0,0,0,169.6,99,264.1,87,206.3,78,9.3,4,0,0,63.07,False,True
66,0,0,0,201.3,95,152.8,66,233.2,101,7.5,4,1,0,59.730000000000004,False,True
151,0,1,17,214.7,97,138.5,90,169.1,44,8.6,4,1,0,58.199999999999996,False,False
99,0,0,0,169.2,70,271.5,77,170.2,104,10.6,2,0,0,62.36,False,True
55,0,0,0,194.1,121,176.6,110,302.8,136,7.0,7,2,0,63.53,True,False
78,0,0,0,225.1,67,199.2,127,175.5,102,14.6,2,0,0,67.04,False,False
89,0,0,0,213.0,63,176.6,71,262.6,126,9.1,1,1,1,65.5,True,False
101,0,0,0,183.9,115,255.9,101,275.0,145,10.8,11,1,0,68.31,True,False
44,0,1,34,221.8,105,161.7,85,227.7,62,14.0,7,0,0,65.48,True,False
98,0,1,21,64.6,98,176.1,86,244.8,84,0.0,0,2,0,36.97,False,False
64,0,1,37,154.6,92,83.4,103,165.9,99,13.3,3,1,0,44.43000000000001,False,True
141,0,0,0,260.2,131,179.2,120,135.0,119,7.2,8,3,0,67.47999999999999,True,False
81,0,1,33,161.6,117,123.0,90,261.3,101,12.2,5,1,0,52.98,True,False
162,0,0,0,220.6,117,155.2,121,186.7,89,10.5,11,1,0,61.92999999999999,False,True
83,0,1,41,155.9,122,162.3,107,127.6,105,13.1,5,3,0,49.58,True,False
100,0,0,0,107.0,63,105.7,67,243.1,74,12.8,3,4,1,41.57,False,True
59,0,0,0,182.5,104,204.7,95,229.9,100,11.3,8,4,0,61.83,False,True
179,1,1,38,220.1,78,234.3,71,237.3,85,10.1,4,4,0,70.75000000000001,True,False
79,0,0,0,152.2,112,177.2,132,96.4,87,5.3,3,1,0,46.699999999999996,False,False
117,0,0,0,181.5,95,205.1,88,204.0,82,14.7,9,2,0,61.44,True,False
31,0,0,0,166.1,105,79.3,93,213.7,98,12.7,2,1,0,48.029999999999994,True,False
122,0,1,23,134.2,85,227.3,132,122.4,96,8.5,2,2,0,49.93999999999999,False,False
37,1,1,39,149.7,122,211.1,75,114.3,90,9.2,4,1,0,51.01,False,False
90,0,1,29,150.1,109,264.7,103,178.4,97,5.8,4,1,0,57.62,False,False
159,1,0,0,257.1,53,312.2,127,183.0,82,8.8,6,1,1,80.86999999999999,False,False
39,0,1,36,141.7,121,232.3,113,222.1,131,12.0,5,1,0,57.07000000000001,True,False
194,0,0,0,162.3,88,213.7,118,192.1,81,10.9,2,0,0,57.33,False,False
154,0,0,0,350.8,75,216.5,94,253.9,100,10.1,9,1,1,92.2,True,False
112,0,0,0,193.3,96,264.1,123,128.6,115,9.1,3,4,0,63.56,True,False
45,0,0,0,78.2,127,253.4,108,255.0,100,18.0,3,1,0,51.17,True,False
132,0,0,0,83.4,110,232.2,137,146.7,114,7.6,5,1,0,42.57,True,False
128,0,0,0,195.6,99,267.8,120,164.9,76,16.0,2,0,0,67.75,True,False
56,0,0,0,197.0,110,222.8,102,225.3,91,10.6,6,2,0,65.43,False,False
